ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
10530434,0.0850324,0.00493,-3.7302498,-2.275427,-0.43894,Commd8,COMM domain containing 8
10481540,0.0850692,0.00493,3.7296455,-2.276369,0.57984,Fnbp1,formin binding protein 1
10455954,0.0850763,0.00494,3.7290027,-2.277371,1.6558375,Gm4951,predicted gene 4951
10491835,0.0850763,0.00494,3.7289521,-2.277449,0.482995,Larp1b,"La ribonucleoprotein domain family, member 1B"
10399005,0.0850917,0.00494,3.7285139,-2.278133,1.443785,Crip1,cysteine-rich protein 1 (intestinal)
10416736,0.085218,0.00495,3.7268785,-2.280682,0.7222875,Bora,"bora, aurora kinase A activator"
10482687,0.085218,0.00495,3.7265743,-2.281156,0.75532,Arl5a,ADP-ribosylation factor-like 5A
10468016,0.085218,0.00496,3.7262299,-2.281693,1.088255,Ndufb8,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8
10416954,0.085218,0.00496,-3.7260609,-2.281956,-0.8681425,Mir20a,microRNA 20a
10539861,0.085218,0.00496,3.725945,-2.282137,0.908895,Rpn1,ribophorin I
10502484,0.0852248,0.00496,-3.725478,-2.282865,-0.412825,Pkn2,protein kinase N2
10569014,0.0852248,0.00496,3.725257,-2.28321,1.5197575,Ifitm2,interferon induced transmembrane protein 2
10410134,0.085509,0.00498,-3.7227484,-2.287121,-0.747305,,
10548307,0.0856967,0.005,3.7209886,-2.289865,0.8763,Klrb1c,killer cell lectin-like receptor subfamily B member 1C
10360504,0.0858897,0.00501,-3.7186002,-2.293591,-1.6297825,Mir350,microRNA 350
10573288,0.0858897,0.00502,-3.7183745,-2.293943,-0.6047625,Palm3,paralemmin 3
10352815,0.0858897,0.00502,-3.7181274,-2.294328,-0.5466725,Irf6,interferon regulatory factor 6
10441620,0.0858897,0.00502,3.7180522,-2.294445,0.884215,Fgfr1op,Fgfr1 oncogene partner
10343278,0.0858897,0.00502,-3.7179237,-2.294646,-0.6656825,,
10342145,0.0859158,0.00502,3.7174079,-2.29545,1.6442075,,
10458581,0.0859579,0.00503,-3.7162474,-2.297261,-0.5392575,,
10438340,0.0859579,0.00504,3.7157422,-2.298049,0.574885,Comt,catechol-O-methyltransferase
10395277,0.0859579,0.00504,3.7156049,-2.298263,0.3864425,Sypl,synaptophysin-like protein
10342815,0.0859579,0.00504,-3.7149228,-2.299327,-1.3385825,,
10340504,0.0859579,0.00504,3.7149221,-2.299328,0.8017675,,
10508479,0.0859579,0.00504,3.7148049,-2.299511,0.45645,Ptp4a2,protein tyrosine phosphatase 4a2
10366698,0.0859579,0.00504,-3.7146294,-2.299785,-0.378205,BC048403,cDNA sequence BC048403
10515861,0.0859579,0.00505,-3.7141796,-2.300487,-0.695005,4930538K18Rik,RIKEN cDNA 4930538K18 gene
10342074,0.0859579,0.00505,-3.7140155,-2.300743,-0.639865,,
10461723,0.0859579,0.00505,3.7139302,-2.300876,0.658745,Fam111a,"family with sequence similarity 111, member A"
10606315,0.0860719,0.00506,3.7127444,-2.302726,1.0017825,Taf9b,TATA-box binding protein associated factor 9B
10529758,0.0860932,0.00506,-3.712267,-2.303471,-0.420645,Bod1l,biorientation of chromosomes in cell division 1-like
10384448,0.0861676,0.00507,3.7113849,-2.304848,0.4044575,LOC102637269///Gm4184///Sec61g,"protein transport protein Sec61 subunit gamma///predicted gene 4184///SEC61, gamma subunit"
10406733,0.0862478,0.00508,3.7101659,-2.30675,0.63851,Zbed3,"zinc finger, BED type containing 3"
10414805,0.0862478,0.00508,-3.7101454,-2.306782,-0.5883425,Trav3n-3///Trav3-3,T cell receptor alpha variable 3N-3///T cell receptor alpha variable 3-3
10343420,0.0864714,0.00509,3.7081299,-2.309928,1.0306225,,
10341417,0.086569,0.0051,3.7070757,-2.311574,0.6328975,,
10492325,0.0866427,0.00511,3.7061349,-2.313042,1.13136,Ube2v1,ubiquitin-conjugating enzyme E2 variant 1
10493604,0.0866427,0.00511,-3.7056363,-2.313821,-0.44236,She,src homology 2 domain-containing transforming protein E
10519983,0.0866427,0.00511,3.7055767,-2.313914,1.794195,Fgl2,fibrinogen-like protein 2
10408200,0.0868125,0.00513,3.7039775,-2.316411,2.00373,Hist1h4f,"histone cluster 1, H4f"
10561799,0.0870673,0.00514,-3.7017396,-2.319905,-0.700345,Zfp74,zinc finger protein 74
10532040,0.0870959,0.00515,-3.7012116,-2.32073,-0.716485,Zfp644,zinc finger protein 644
10494322,0.0871637,0.00516,3.7003881,-2.322016,0.643265,Anp32e,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E"
10367076,0.0871731,0.00516,3.7000049,-2.322614,1.13727,Prim1,"DNA primase, p49 subunit"
10341233,0.0871775,0.00516,3.6996602,-2.323153,1.466415,,
10423333,0.0873158,0.00517,-3.6983069,-2.325266,-0.6303375,Fam134b,"family with sequence similarity 134, member B"
10454298,0.0873307,0.00518,-3.6978836,-2.325927,-0.6862975,Zfp397,zinc finger protein 397
10514956,0.0873528,0.00518,-3.6974056,-2.326674,-0.6583775,Scp2,"sterol carrier protein 2, liver"
10554655,0.0873688,0.00518,-3.6966767,-2.327813,-0.4845675,Mex3b,mex3 RNA binding family member B
10345967,0.0873688,0.00518,3.6966626,-2.327835,0.7037375,Bivm,"basic, immunoglobulin-like variable motif containing"
10417095,0.0874024,0.00519,3.6960993,-2.328715,0.774465,Farp1,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)"
10552418,0.0875275,0.0052,3.6948499,-2.330667,1.91175,Etfb,"electron transferring flavoprotein, beta polypeptide"
10490053,0.0875286,0.0052,-3.6945306,-2.331166,-0.387355,Zfp217,zinc finger protein 217
10594661,0.0875318,0.0052,3.6941965,-2.331688,0.6229275,Tpm1,"tropomyosin 1, alpha"
10508382,0.087539,0.00521,3.6938321,-2.332257,1.3458075,Ak2,adenylate kinase 2
10339993,0.0879064,0.00523,-3.6907734,-2.337037,-0.8281625,,
10416753,0.0880968,0.00525,-3.6890432,-2.339741,-0.6274075,Pibf1,progesterone immunomodulatory binding factor 1
10344307,0.0881515,0.00525,-3.688127,-2.341173,-0.6910925,,
10594301,0.0881515,0.00525,3.688017,-2.341345,0.63597,Coro2b,"coronin, actin binding protein, 2B"
10340240,0.088456,0.00527,3.6854454,-2.345365,1.2382975,,
10445664,0.0884999,0.00528,-3.6848106,-2.346357,-0.4766975,Actr1b///Guca1b,"ARP1 actin-related protein 1B, centractin beta///guanylate cyclase activator 1B"
10604557,0.0885115,0.00528,-3.6844154,-2.346975,-0.356485,1700080O16Rik,RIKEN cDNA 1700080O16 gene
10433721,0.0885218,0.00529,3.6839995,-2.347625,0.588055,Nde1,nudE neurodevelopment protein 1
10545583,0.0885218,0.00529,-3.6837216,-2.34806,-0.5760575,Pole4,"polymerase (DNA-directed), epsilon 4 (p12 subunit)"
10420198,0.0885454,0.00529,3.6832384,-2.348815,0.7977475,Ripk3,receptor-interacting serine-threonine kinase 3
10404069,0.0886325,0.0053,3.6819954,-2.350759,0.897665,Hist1h1a,"histone cluster 1, H1a"
10338298,0.0886325,0.0053,3.6819765,-2.350789,0.8200725,,
10562705,0.0886712,0.00531,-3.6813826,-2.351717,-0.5584075,Gm2511,predicted gene 2511
10460693,0.0886891,0.00531,-3.6808764,-2.352509,-0.57781,Frmd8os,"FERM domain containing 8, opposite strand"
10578504,0.0886891,0.00531,-3.6806341,-2.352888,-0.54978,1700029J07Rik,RIKEN cDNA 1700029J07 gene
10436830,0.0888118,0.00532,3.6794201,-2.354786,0.76397,Ifnar2,interferon (alpha and beta) receptor 2
10372917,0.0890057,0.00534,-3.6776828,-2.357504,-0.59322,Tmem5,transmembrane protein 5
10521913,0.0890177,0.00534,3.6772872,-2.358122,0.9900675,Rbpj,recombination signal binding protein for immunoglobulin kappa J region
10554693,0.0890413,0.00534,-3.6768066,-2.358874,-0.5740675,Stard5///Stard5,StAR-related lipid transfer (START) domain containing 5///StAR-related lipid transfer (START) domain containing 5
10601356,0.0891179,0.00535,3.6759357,-2.360237,0.4354475,Cox7b,cytochrome c oxidase subunit VIIb
10595402,0.0891764,0.00536,-3.6751988,-2.36139,-1.0925,Fam46a,"family with sequence similarity 46, member A"
10420437,0.0892063,0.00536,-3.6746729,-2.362212,-0.5204075,Zdhhc20,"zinc finger, DHHC domain containing 20"
10462702,0.0893908,0.00538,-3.673012,-2.364811,-0.768215,Hectd2,HECT domain containing 2
10572637,0.0893911,0.00538,3.6727037,-2.365293,0.4878525,Mvb12a,multivesicular body subunit 12A
10518726,0.0896669,0.0054,3.6703795,-2.36893,0.486645,Slc25a33,"solute carrier family 25, member 33"
10396652,0.0896787,0.0054,3.669987,-2.369545,0.653865,Hspa2,heat shock protein 2
10507933,0.0897035,0.0054,3.6695003,-2.370306,0.6703625,Inpp5b,inositol polyphosphate-5-phosphatase B
10339421,0.0897065,0.00541,-3.6690562,-2.371001,-0.9942325,,
10339774,0.0897065,0.00541,3.6688671,-2.371297,0.742615,,
10505200,0.0897133,0.00541,-3.6685124,-2.371852,-0.54839,Hsdl2,hydroxysteroid dehydrogenase like 2
10564290,0.0901665,0.00544,-3.6649071,-2.377496,-0.4708575,Klf13,Kruppel-like factor 13
10423090,0.0903479,0.00546,-3.6632862,-2.380034,-0.4196375,Amacr,alpha-methylacyl-CoA racemase
10415911,0.09052,0.00547,3.6617356,-2.382462,0.4816575,Kif13b,kinesin family member 13B
10462866,0.0905704,0.00547,3.661067,-2.383509,2.23468,Cep55,centrosomal protein 55
10523670,0.0912948,0.00552,-3.6555495,-2.39215,-0.5594925,Aff1,"AF4/FMR2 family, member 1"
10433088,0.0913563,0.00553,3.6548048,-2.393317,1.28483,Cbx5,chromobox 5
10482880,0.091378,0.00553,-3.654145,-2.394351,-0.4584775,Baz2b,"bromodomain adjacent to zinc finger domain, 2B"
10590242,0.091378,0.00554,3.6534958,-2.395368,0.54914,Ccr8,chemokine (C-C motif) receptor 8
10441774,0.091378,0.00554,-3.6532425,-2.395764,-0.406345,Slc22a2,"solute carrier family 22 (organic cation transporter), member 2"
10339169,0.091378,0.00554,-3.6530872,-2.396008,-1.2068225,,
10536794,0.091378,0.00554,3.6530719,-2.396032,0.6564925,Hilpda,hypoxia inducible lipid droplet associated
10597743,0.091378,0.00554,3.6528149,-2.396434,0.9313525,Cx3cr1,chemokine (C-X3-C motif) receptor 1
10403959,0.091378,0.00555,3.6522213,-2.397365,2.330245,Hist1h2br///Hist1h2bq///Hist1h2bp///Hist1h2bn///Hist1h2bm///Hist1h2bl///Hist1h2bk///Hist1h2bj///Hist1h2bh///Hist1h2bg///Hist1h2bf///Hist1h2be///Hist1h2bb///Hist1h2ba///Hist1h2bc,"histone cluster 1 H2br///histone cluster 1, H2bq///histone cluster 1, H2bp///histone cluster 1, H2bn///histone cluster 1, H2bm///histone cluster 1, H2bl///histone cluster 1, H2bk///histone cluster 1, H2bj///histone cluster 1, H2bh///histone cluster 1, H2bg///histone cluster 1, H2bf///histone cluster 1, H2be///histone cluster 1, H2bb///histone cluster 1, H2ba///histone cluster 1, H2bc"
10408087,0.091378,0.00555,3.6522213,-2.397365,2.330245,Hist1h2br///Hist1h2bq///Hist1h2bp///Hist1h2bn///Hist1h2bm///Hist1h2bl///Hist1h2bk///Hist1h2bj///Hist1h2bh///Hist1h2bg///Hist1h2bf///Hist1h2be///Hist1h2bb///Hist1h2ba///Hist1h2bc,"histone cluster 1 H2br///histone cluster 1, H2bq///histone cluster 1, H2bp///histone cluster 1, H2bn///histone cluster 1, H2bm///histone cluster 1, H2bl///histone cluster 1, H2bk///histone cluster 1, H2bj///histone cluster 1, H2bh///histone cluster 1, H2bg///histone cluster 1, H2bf///histone cluster 1, H2be///histone cluster 1, H2bb///histone cluster 1, H2ba///histone cluster 1, H2bc"
10364435,0.0914362,0.00555,-3.6515024,-2.398491,-0.8317825,Gm2889,predicted gene 2889
10545528,0.0915672,0.00557,-3.6502635,-2.400432,-1.1006425,Pigp,"phosphatidylinositol glycan anchor biosynthesis, class P"
10405745,0.0915978,0.00557,-3.6497279,-2.401272,-0.5125425,,
10403015,0.0915978,0.00557,3.6494401,-2.401723,1.72374,Ighg3///Igha///LOC105243590///Ighv1-33///Ighv1-26///Igh-VJ558,Immunoglobulin heavy constant gamma 3///immunoglobulin heavy constant alpha///Ig heavy chain Mem5-like///immunoglobulin heavy variable 1-33///immunoglobulin heavy variable 1-26///immunoglobulin heavy chain (J558 family)
10465812,0.0916597,0.00558,3.6486962,-2.402889,0.90107,Ttc9c,tetratricopeptide repeat domain 9C
10600502,0.0920456,0.0056,-3.6456476,-2.407667,-0.4553925,Fam220a,"family with sequence similarity 220, member A"
10425240,0.0921073,0.00561,-3.6449076,-2.408827,-0.5660325,Micall1,"microtubule associated monooxygenase, calponin and LIM domain containing -like 1"
10365887,0.092527,0.00564,3.6416343,-2.413959,0.39213,Ndufa12,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12"
10338913,0.0926637,0.00565,3.6403687,-2.415943,0.76776,,
10439239,0.0928762,0.00567,-3.6385706,-2.418763,-1.6260575,Dirc2,disrupted in renal carcinoma 2 (human)
10402073,0.0928837,0.00567,3.6381116,-2.419483,0.64293,Efcab11,EF-hand calcium binding domain 11
10339248,0.0928837,0.00567,3.6379161,-2.419789,0.7739425,,
10416948,0.0929585,0.00568,-3.6370892,-2.421086,-1.1466325,Mir17,microRNA 17
10439985,0.0930877,0.00569,-3.6358815,-2.422981,-0.7297025,Trmt10c,tRNA methyltransferase 10C
10538408,0.0931609,0.0057,-3.6348193,-2.424647,-0.64777,Mturn,"maturin, neural progenitor differentiation regulator homolog (Xenopus)"
10522160,0.0931609,0.0057,-3.6344787,-2.425181,-0.6511525,N4bp2,NEDD4 binding protein 2
10414262,0.0931609,0.0057,3.6344673,-2.425199,1.254075,Ear2,"eosinophil-associated, ribonuclease A family, member 2"
10429100,0.0932078,0.00571,-3.6335476,-2.426642,-0.88632,Lrrc6,leucine rich repeat containing 6 (testis)
10339627,0.0932078,0.00571,-3.6333292,-2.426984,-1.03083,,
10371271,0.0932078,0.00571,-3.6331321,-2.427293,-0.503705,Zfp781,zinc finger protein 781
10574944,0.0932078,0.00572,3.6327982,-2.427817,0.89052,Dus2,dihydrouridine synthase 2
10378739,0.0932078,0.00572,3.6326397,-2.428066,0.755895,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide"
10340204,0.0932497,0.00572,-3.6320467,-2.428996,-0.74209,,
10590957,0.0932791,0.00573,3.6315417,-2.429789,0.4773425,Fut4,fucosyltransferase 4
10479749,0.0933041,0.00573,-3.6308215,-2.430919,-0.66448,Rpp38,ribonuclease P/MRP 38 subunit
10443918,0.0933041,0.00573,-3.6307689,-2.431001,-0.55173,Zfp952,zinc finger protein 952
10435769,0.0934024,0.00574,-3.6297548,-2.432592,-1.299665,Zbtb20,zinc finger and BTB domain containing 20
10427671,0.0934024,0.00575,-3.6294845,-2.433017,-0.8180625,Spef2,sperm flagellar 2
10517609,0.0934967,0.00575,-3.6285275,-2.434518,-0.4163375,Cda,cytidine deaminase
10448048,0.0935228,0.00576,3.6280466,-2.435273,0.539415,Psmb1,"proteasome (prosome, macropain) subunit, beta type 1"
10339478,0.0935249,0.00576,-3.6276489,-2.435897,-1.844855,,
10544768,0.0935249,0.00577,-3.6270531,-2.436832,-0.4884225,Hoxa5,homeobox A5
10584309,0.0935249,0.00577,-3.6269553,-2.436986,-0.603025,Msantd2,Myb/SANT-like DNA-binding domain containing 2
10453272,0.0935249,0.00577,-3.6268404,-2.437166,-0.4157225,Zfp36l2,"zinc finger protein 36, C3H type-like 2"
10342607,0.0935941,0.00578,-3.6260284,-2.438441,-0.947735,,
10372844,0.0935941,0.00578,-3.6255447,-2.4392,-0.44116,Rassf3,Ras association (RalGDS/AF-6) domain family member 3
10484861,0.0935941,0.00578,-3.6254655,-2.439324,-0.47116,Olfr140,olfactory receptor 140
10343333,0.0937566,0.00579,-3.624037,-2.441566,-1.0289375,,
10561806,0.0938469,0.0058,3.6231119,-2.443019,0.80922,Mif,macrophage migration inhibitory factor
10462501,0.0938558,0.0058,-3.622753,-2.443582,-0.553175,2700046G09Rik,RIKEN cDNA 2700046G09 gene
10449245,0.0940605,0.00582,-3.6210228,-2.446298,-0.3850825,Pdia2,protein disulfide isomerase associated 2
10338199,0.0940605,0.00583,-3.6203777,-2.447311,-1.0514475,,
10356271,0.0940605,0.00583,3.6201738,-2.447631,0.6065575,A530032D15Rik,RIKEN cDNA A530032D15Rik gene
10340914,0.0940605,0.00583,-3.6198949,-2.448069,-0.6552175,,
10342497,0.0940605,0.00583,3.6198327,-2.448167,1.91911,,
10606071,0.0940605,0.00583,3.6195541,-2.448604,1.450455,Ercc6l,excision repair cross-complementing rodent repair deficiency complementation group 6 like
10427704,0.0945747,0.00587,-3.6157031,-2.454652,-0.443405,Dnajc21,DnaJ heat shock protein family (Hsp40) member C21
10414970,0.0947002,0.00588,-3.6145432,-2.456474,-0.642315,,
10586184,0.09474,0.00588,3.6139738,-2.457368,0.9858475,Tipin,timeless interacting protein
10445412,0.0947438,0.00589,3.6136526,-2.457873,0.5321975,Nfkbie,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon"
10548030,0.0948027,0.00589,3.6129527,-2.458972,0.866415,Cd9,CD9 antigen
10343678,0.094916,0.0059,-3.6118786,-2.460659,-0.688475,,
10504316,0.0949415,0.00591,-3.6112035,-2.46172,-0.3811525,Tesk1,testis specific protein kinase 1
10391949,0.0949415,0.00591,3.6111142,-2.46186,0.6788475,Gosr2,golgi SNAP receptor complex member 2
10608249,0.0950538,0.00592,-3.6100494,-2.463533,-0.5948175,,
10440463,0.095106,0.00592,-3.6093976,-2.464557,-0.444705,,
10578109,0.0952236,0.00593,3.6082979,-2.466285,0.404525,Ubxn8,UBX domain protein 8
10419038,0.0952283,0.00594,3.6079719,-2.466797,1.0574875,Ghitm,growth hormone inducible transmembrane protein
10340613,0.0953453,0.00595,-3.6068779,-2.468517,-1.26327,,
10558001,0.0954975,0.00596,-3.6055452,-2.470611,-0.641765,Inpp5f,inositol polyphosphate-5-phosphatase F
10419726,0.0956676,0.00598,-3.6037223,-2.473476,-0.661085,,
10555818,0.0956676,0.00598,-3.6036298,-2.473621,-0.4231125,,
10368675,0.0956676,0.00598,3.6035054,-2.473817,1.36561,Marcks,myristoylated alanine rich protein kinase C substrate
10453006,0.0957245,0.00598,-3.6028251,-2.474886,-0.4147425,Cebpz,CCAAT/enhancer binding protein zeta
10551614,0.0958575,0.006,3.6016282,-2.476768,1.066935,Ech1,"enoyl coenzyme A hydratase 1, peroxisomal"
10359861,0.0960495,0.00601,3.6000322,-2.479277,0.524175,Mgst3,microsomal glutathione S-transferase 3
10508444,0.0960715,0.00602,3.5993998,-2.480271,0.5495375,Zbtb8os,zinc finger and BTB domain containing 8 opposite strand
10340251,0.0960715,0.00602,-3.5989736,-2.480941,-0.4781625,,
10537712,0.0960715,0.00602,-3.5986461,-2.481456,-0.8915125,Gstk1,glutathione S-transferase kappa 1
10433032,0.0960715,0.00602,-3.5986446,-2.481459,-0.6364625,Atf7,activating transcription factor 7
10608682,0.0960715,0.00603,-3.5984212,-2.48181,-0.637555,,
10340173,0.096185,0.00604,3.5973606,-2.483477,1.0283125,,
10453825,0.0962961,0.00604,3.5963174,-2.485118,0.659685,Snrpd1,small nuclear ribonucleoprotein D1
10537076,0.0966245,0.00607,-3.5938096,-2.489062,-0.6578825,Mir335,microRNA 335
10404067,0.0966579,0.00607,3.5932931,-2.489874,1.33942,Hist1h4m///Hist1h4b///Hist1h4a///Hist1h4n///Hist1h4k///Hist1h4j///Hist1h4i///Hist1h4f///Hist1h4d///Hist1h4c///Hist1h4h,"histone cluster 1, H4m///histone cluster 1, H4b///histone cluster 1, H4a///histone cluster 1, H4n///histone cluster 1, H4k///histone cluster 1, H4j///histone cluster 1, H4i///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4c///histone cluster 1, H4h"
10411126,0.0969194,0.00609,-3.5912436,-2.493098,-0.6808225,Jmy,junction-mediating and regulatory protein
10460735,0.0969462,0.0061,-3.590773,-2.493838,-0.6052275,BC048609,cDNA sequence BC048609
10535586,0.0969465,0.0061,-3.59048,-2.494299,-0.5805025,Smurf1,SMAD specific E3 ubiquitin protein ligase 1
10457071,0.0969867,0.0061,-3.5899192,-2.495181,-0.6455475,Cyb5a,cytochrome b5 type A (microsomal)
10345065,0.0969897,0.00611,-3.5895855,-2.495706,-0.435115,Gsta3,"glutathione S-transferase, alpha 3"
10570373,0.0969897,0.00611,3.589125,-2.496431,0.6825175,Tfdp1,transcription factor Dp 1
10529287,0.0969897,0.00611,-3.5890276,-2.496584,-0.65662,Fam53a,"family with sequence similarity 53, member A"
10365302,0.0970039,0.00612,-3.5886418,-2.497191,-0.7674625,A230046K03Rik,RIKEN cDNA A230046K03 gene
10461934,0.0970391,0.00612,3.5881156,-2.498019,0.46678,Trpm6,"transient receptor potential cation channel, subfamily M, member 6"
10416956,0.0970866,0.00613,-3.587499,-2.498989,-1.1979275,Mir19b-1,microRNA 19b-1
10475912,0.0970866,0.00613,-3.587154,-2.499531,-0.504165,Tmem87b,transmembrane protein 87B
10581605,0.0970866,0.00613,3.5869278,-2.499887,1.30679,Hp,haptoglobin
10342458,0.0972194,0.00614,-3.5857496,-2.501741,-0.8530375,,
10460554,0.0972542,0.00615,-3.5849698,-2.502968,-0.4306375,Gm10817,predicted gene 10817
10492556,0.0972542,0.00615,-3.5849379,-2.503019,-0.4982875,1110032F04Rik,RIKEN cDNA 1110032F04 gene
10420426,0.0973501,0.00617,3.5834141,-2.505417,1.7130075,Ska3,spindle and kinetochore associated complex subunit 3
10516229,0.0973501,0.00617,3.5833118,-2.505578,0.4616775,Utp11l,"UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)"
10568873,0.0973501,0.00617,3.5832752,-2.505635,0.52628,Adam8,a disintegrin and metallopeptidase domain 8
10340953,0.0973501,0.00617,3.5831416,-2.505846,1.57253,,
10393823,0.0974585,0.00618,3.5820883,-2.507503,0.808045,P4hb,"prolyl 4-hydroxylase, beta polypeptide"
10549899,0.0974585,0.00618,-3.581558,-2.508338,-0.6811175,Zfp418,zinc finger protein 418
10560260,0.0974585,0.00618,3.5815521,-2.508347,1.1795675,Sae1,SUMO1 activating enzyme subunit 1
10343470,0.097468,0.00619,-3.581201,-2.5089,-1.077355,,
10436945,0.0975622,0.0062,3.5802846,-2.510342,0.60282,Slc5a3,"solute carrier family 5 (inositol transporters), member 3"
10496629,0.0976018,0.0062,3.5796506,-2.51134,0.3868725,Sep15,selenoprotein 15
10341487,0.0976018,0.0062,-3.5793159,-2.511867,-1.0258175,,
10535894,0.0976018,0.00621,3.5791579,-2.512116,0.7856425,Hmgb1,high mobility group box 1
10447594,0.0976195,0.00621,3.5787525,-2.512754,0.6324175,Dynlt1a///Dynlt1c///Dynlt1f///Dynlt1b,dynein light chain Tctex-type 1A///dynein light chain Tctex-type 1C///dynein light chain Tctex-type 1F///dynein light chain Tctex-type 1B
10541507,0.0978033,0.00622,3.5772425,-2.515131,0.5716525,Aicda,activation-induced cytidine deaminase
10345616,0.0980121,0.00624,-3.5753373,-2.518131,-0.4661325,Lipt1,lipoyltransferase 1
10412207,0.0980121,0.00625,3.5749182,-2.518791,0.58011,Gpx8,glutathione peroxidase 8 (putative)
10523752,0.0980121,0.00625,-3.574781,-2.519007,-0.4340975,Txlng,taxilin gamma
10559825,0.0980121,0.00625,-3.5747084,-2.519121,-0.60049,Zfp773,zinc finger protein 773
10550625,0.098042,0.00625,-3.5741949,-2.51993,-0.451695,Mir330,microRNA 330
10341120,0.098042,0.00626,3.5739004,-2.520394,1.055445,,
10339229,0.098042,0.00626,-3.5736506,-2.520787,-0.9506525,,
10347888,0.0980907,0.00627,-3.5728886,-2.521987,-0.442635,Ccl20,chemokine (C-C motif) ligand 20
10412227,0.0980907,0.00627,3.5727557,-2.522196,0.4191275,Snx18,sorting nexin 18
10448079,0.0981768,0.00628,3.5718997,-2.523544,0.53555,,
10400762,0.098223,0.00628,-3.5710384,-2.524901,-0.959655,Map4k5,mitogen-activated protein kinase kinase kinase kinase 5
10338045,0.098223,0.00628,-3.571023,-2.524925,-0.9827375,,
10343610,0.0983582,0.0063,-3.5698437,-2.526783,-0.6928175,,
10393532,0.0984192,0.0063,-3.569032,-2.528061,-0.4424,Dnah17,"dynein, axonemal, heavy chain 17"
10486026,0.0984192,0.00631,-3.5688702,-2.528316,-0.59081,Zfp770,zinc finger protein 770
10478928,0.0985903,0.00632,3.5671957,-2.530954,0.6007775,Tshz2,teashirt zinc finger family member 2
10340370,0.0985903,0.00632,3.5671721,-2.530991,1.734965,,
10457872,0.0985947,0.00633,3.5668586,-2.531485,0.5517525,Slc39a6,"solute carrier family 39 (metal ion transporter), member 6"
10396112,0.0986736,0.00634,-3.5652477,-2.534023,-0.3541825,Atp5s,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit S"
10374500,0.0986736,0.00634,3.5649762,-2.53445,0.7108375,Vps54,VPS54 GARP complex subunit
10587107,0.0986736,0.00634,3.5648745,-2.534611,0.78186,Myo5a,myosin VA
10578521,0.0986736,0.00635,3.5647841,-2.534753,0.611835,Snx25,sorting nexin 25
10472289,0.0986736,0.00635,3.564596,-2.53505,0.4321575,Tank,TRAF family member-associated Nf-kappa B activator
10341126,0.0986736,0.00635,-3.5643378,-2.535456,-1.1357525,,
10409065,0.0986736,0.00635,-3.5643278,-2.535472,-0.37393,Ptpdc1,protein tyrosine phosphatase domain containing 1
10595805,0.0986736,0.00635,-3.5640658,-2.535885,-0.51665,Rasa2,RAS p21 protein activator 2
10445357,0.0987075,0.00636,3.5632978,-2.537095,0.47105,Runx2os1,"runt related transcription factor 2, opposite strand 1"
10356968,0.0987075,0.00637,-3.5625171,-2.538325,-0.399405,Pam,peptidylglycine alpha-amidating monooxygenase
10343307,0.0987075,0.00637,-3.5623917,-2.538523,-1.5885225,,
10454093,0.0987075,0.00637,3.562174,-2.538866,0.7488175,Mrpl27,mitochondrial ribosomal protein L27
10342087,0.0987075,0.00637,-3.562111,-2.538965,-0.74389,,
10547795,0.0987075,0.00637,-3.5619677,-2.539191,-0.4653225,Atn1,atrophin 1
10513158,0.0987075,0.00637,3.5617843,-2.53948,1.54349,Ptpn3,"protein tyrosine phosphatase, non-receptor type 3"
10338237,0.0987075,0.00638,-3.5615774,-2.539806,-0.560875,,
10567022,0.0987204,0.00638,3.5612104,-2.540385,0.699115,Btbd10,BTB (POZ) domain containing 10
10421749,0.098762,0.00639,-3.5606541,-2.541261,-0.4818475,Akap11,A kinase (PRKA) anchor protein 11
10527012,0.0987949,0.00639,-3.5598789,-2.542483,-0.5376125,Lfng,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
10385323,0.0987949,0.0064,3.5592593,-2.543459,0.44933,Mir146,microRNA 146
10598212,0.0987949,0.0064,-3.559201,-2.543551,-0.4520675,,
10509441,0.0987949,0.0064,3.5590644,-2.543767,0.7563675,Ece1,endothelin converting enzyme 1
10389222,0.0987949,0.0064,3.5590279,-2.543824,1.45944,Ccl6,chemokine (C-C motif) ligand 6
10515352,0.0989234,0.00641,3.5579027,-2.545598,0.6603475,Akr1a1,"aldo-keto reductase family 1, member A1 (aldehyde reductase)"
10491597,0.0989252,0.00642,-3.5576094,-2.54606,-0.67399,4932438A13Rik,RIKEN cDNA 4932438A13 gene
10340135,0.0989255,0.00642,-3.5573259,-2.546507,-1.215135,,
10340125,0.0990497,0.00643,3.5561169,-2.548413,1.6628425,,
10344164,0.0990497,0.00643,-3.5559495,-2.548677,-1.1353525,,
