MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:88327	Cd28	CD28 antigen	1		T cell costimulation	has the participant CD4-positive, alpha-beta T cell		IDA		J:17350 J:125135 	
MGI:88327	Cd28	CD28 antigen	1		T cell costimulation			IDA		J:56164 	
MGI:88327	Cd28	CD28 antigen	1		T cell costimulation			IGI	MGI:88332 	J:205441 	
MGI:88327	Cd28	CD28 antigen	1		T cell costimulation	has the participant T cell		IMP	MGI:1857150 	J:14194 	
MGI:88327	Cd28	CD28 antigen	1		T cell costimulation	has the participant CD4-positive, alpha-beta T cell		IMP	MGI:1857150 	J:125135 	
MGI:88327	Cd28	CD28 antigen	1		T cell costimulation			ISO	RGD:2299 	J:155856 	
MGI:88337	Cd40lg	CD40 ligand	X		positive regulation of T cell proliferation			ISO	P29965 	J:164563 	
MGI:88338	Cd44	CD44 antigen	2		negative regulation of CD4-positive, alpha-beta T cell proliferation			IMP		J:224716 	
MGI:88338	Cd44	CD44 antigen	2		negative regulation of regulatory T cell differentiation			IMP		J:224716 	
MGI:88338	Cd44	CD44 antigen	2		T cell activation			ISO	P16070 	J:164563 	
MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1		positive regulation of memory T cell differentiation			ISO	P15529 	J:164563 	
MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1		positive regulation of regulatory T cell differentiation			ISO	P15529 	J:164563 	
MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1		positive regulation of T cell proliferation			ISO	P15529 	J:164563 	
MGI:96617	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	16		positive regulation of T cell activation			ISO	Q08722 	J:164563 	
MGI:88339	Cd48	CD48 antigen	1		T cell activation			IBA	PTN001382715 	J:265628 	
MGI:88339	Cd48	CD48 antigen	1		T cell activation	has the participant T cell		IDA		J:2873 	
MGI:104850	Cd55	CD55 molecule, decay accelerating factor for complement	1		positive regulation of CD4-positive, alpha-beta T cell activation			ISO	P08174 	J:164563 	
MGI:104850	Cd55	CD55 molecule, decay accelerating factor for complement	1		positive regulation of CD4-positive, alpha-beta T cell proliferation			ISO	P08174 	J:164563 	
MGI:104849	Cd55b	CD55 molecule, decay accelerating factor for complement B	1		positive regulation of CD4-positive, alpha-beta T cell activation			ISO	P08174 	J:164563 	
MGI:104849	Cd55b	CD55 molecule, decay accelerating factor for complement B	1		positive regulation of CD4-positive, alpha-beta T cell proliferation			ISO	P08174 	J:164563 	
MGI:109177	Cd59a	CD59a antigen	2		positive regulation of T cell proliferation			ISO	RGD:2311 	J:155856 	
MGI:1888996	Cd59b	CD59b antigen	2		positive regulation of T cell proliferation			ISO	RGD:2311 	J:155856 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		negative regulation of T cell differentiation			IMP	MGI:1927205 	J:4119 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		negative thymic T cell selection			IMP	MGI:1927205 	J:4119 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of T cell differentiation			IMP	MGI:1927205 	J:4119 J:31624 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of T cell differentiation			IMP	MGI:1927530 	J:88532 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive thymic T cell selection			IMP	MGI:1927205 	J:4119 J:31624 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive thymic T cell selection			IMP	MGI:1927530 	J:88532 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		T cell activation involved in immune response			IBA	PTN002679661 	J:265628 	
MGI:101775	Cd80	CD80 antigen	16		negative regulation of T cell proliferation			IBA	PTN002402215 	J:265628 	
MGI:101775	Cd80	CD80 antigen	16		positive regulation of alpha-beta T cell proliferation			IDA		J:125145 	
MGI:101775	Cd80	CD80 antigen	16		positive regulation of T cell proliferation			IBA	PTN002402215 	J:265628 	
MGI:101775	Cd80	CD80 antigen	16		positive regulation of T cell proliferation			IGI	MGI:101773 	J:205441 	
MGI:101775	Cd80	CD80 antigen	16		positive regulation of T cell proliferation			ISO	RGD:2314 	J:155856 	
MGI:101775	Cd80	CD80 antigen	16		T cell costimulation			IBA	PTN002402215 	J:265628 	
MGI:101775	Cd80	CD80 antigen	16		T cell costimulation	has the participant CD4-positive, alpha-beta T cell		IDA		J:94873 	
MGI:101775	Cd80	CD80 antigen	16		T cell costimulation			IDA		J:125145 	
MGI:1096398	Cd81	CD81 antigen	7		CD4-positive, alpha-beta T cell costimulation			ISO	P60033 	J:164563 	
MGI:1096398	Cd81	CD81 antigen	7		positive regulation of CD4-positive, alpha-beta T cell proliferation			ISO	P60033 	J:164563 	
MGI:1096398	Cd81	CD81 antigen	7		positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			IMP		J:65423 	
MGI:1096398	Cd81	CD81 antigen	7		positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			ISO	P60033 	J:164563 	
MGI:1328316	Cd83	CD83 antigen	13		positive regulation of CD4-positive, alpha-beta T cell differentiation	happens in spleen,regulates the differentiation of CD4-positive, alpha-beta T cell|happens in bone marrow,regulates the differentiation of CD4-positive, alpha-beta T cell|happens in blood,regulates the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:3055293 	J:92721 	
MGI:1336885	Cd84	CD84 antigen	1		T cell activation			IBA	PTN001382715 	J:265628 	
MGI:101773	Cd86	CD86 antigen	16		negative regulation of T cell proliferation			IBA	PTN002402215 	J:265628 	
MGI:101773	Cd86	CD86 antigen	16		positive regulation of activated T cell proliferation			ISO	RGD:628714 	J:155856 	
MGI:101773	Cd86	CD86 antigen	16		positive regulation of T cell proliferation			IBA	PTN002402215 	J:265628 	
MGI:101773	Cd86	CD86 antigen	16		positive regulation of T cell proliferation			IGI	MGI:101775 	J:205441 	
MGI:101773	Cd86	CD86 antigen	16		positive regulation of T cell proliferation			ISO	RGD:628714 	J:155856 	
MGI:101773	Cd86	CD86 antigen	16		T cell costimulation			IBA	PTN002402215 	J:265628 	
MGI:1096360	Cd151	CD151 antigen	7		T cell proliferation			IMP	MGI:3050539 	J:91605 	
MGI:1860383	Cd160	CD160 antigen	3		negative regulation of CD4-positive, alpha-beta T cell costimulation			ISO	O95971 	J:164563 	
MGI:1860383	Cd160	CD160 antigen	3		T cell costimulation			ISO	O95971 	J:164563 	
MGI:2157942	Cd209a	CD209a antigen	8		regulation of T cell proliferation			ISO	Q9NNX6 	J:73065 	
MGI:109294	Cd244a	CD244 molecule A	1		positive regulation of CD8-positive, alpha-beta T cell proliferation			IMP		J:227396 	
MGI:1926446	Cd274	CD274 antigen	19		negative regulation of activated T cell proliferation			ISO	Q9NZQ7 	J:164563 	
MGI:1926446	Cd274	CD274 antigen	19		negative regulation of CD4-positive, alpha-beta T cell proliferation			ISO	Q9NZQ7 	J:164563 	
MGI:1926446	Cd274	CD274 antigen	19		negative regulation of CD8-positive, alpha-beta T cell activation			ISO	Q9NZQ7 	J:164563 	
MGI:1926446	Cd274	CD274 antigen	19		negative regulation of T cell proliferation			IBA	PTN002402215 	J:265628 	
MGI:1926446	Cd274	CD274 antigen	19		negative regulation of T cell proliferation			IDA		J:114496 	
MGI:1926446	Cd274	CD274 antigen	19		positive regulation of T cell proliferation			IBA	PTN002402215 	J:265628 	
MGI:1926446	Cd274	CD274 antigen	19		positive regulation of T cell proliferation			ISO	RGD:1566211 	J:155856 	
MGI:1926446	Cd274	CD274 antigen	19		T cell costimulation			IBA	PTN002402215 	J:265628 	
MGI:1926446	Cd274	CD274 antigen	19		T cell costimulation			ISO	Q9NZQ7 	J:164563 	
MGI:2183926	Cd276	CD276 antigen	9		negative regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:84973 	
MGI:2183926	Cd276	CD276 antigen	9		negative regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:3033707 	J:84973 	
MGI:2183926	Cd276	CD276 antigen	9		positive regulation of T cell proliferation			IMP		J:132222 	
MGI:2183926	Cd276	CD276 antigen	9		positive regulation of T cell proliferation			ISO	Q5ZPR3 	J:164563 	
MGI:2183926	Cd276	CD276 antigen	9		T cell activation			ISO	Q5ZPR3 	J:164563 	
MGI:2443411	Cd300a	CD300A molecule	11		negative regulation of NK T cell activation			ISO	Q9UGN4 	J:164563 	
MGI:2685856	Cdh26	cadherin-like 26	2		CD4-positive, alpha-beta T cell activation			ISO	Q8IXH8 	J:164563 	
MGI:1277162	Cdk6	cyclin-dependent kinase 6	5		T cell differentiation in thymus			IMP	MGI:3833563 MGI:5141514 	J:174697 	
MGI:104738	Cdkn2a	cyclin dependent kinase inhibitor 2A	4		negative regulation of immature T cell proliferation in thymus			IMP		J:105559 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		negative regulation of T cell proliferation		PR:000044463	IMP	MGI:3695215 	J:116136 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		negative regulation of T cell proliferation	happens in T cell,happens in spleen	PR:000044463	IMP	MGI:3695215 	J:190980 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		negative regulation of T cell proliferation	happens in T cell	PR:P31809-1	IMP		J:116136 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		negative regulation of T cell proliferation	happens in T cell		IMP		J:116136 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		positive regulation of CD4-positive, alpha-beta T cell activation	happens in naive T cell,regulates a function/process that uses effector memory CD4-positive, alpha-beta T cell,happens in spleen|happens in naive T cell,regulates a function/process that uses effector memory CD4-positive, alpha-beta T cell,happens in mesenteric lymph node|happens in naive T cell,regulates a function/process that uses effector memory CD4-positive, alpha-beta T cell,happens in Peyer's patch|happens in naive T cell,regulates a function/process that uses effector memory CD4-positive, alpha-beta T cell,happens in colon lamina propria	PR:000044465	IMP	MGI:5609428 MGI:5609428,MGI:3053071 	J:190980 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		positive regulation of CD4-positive, alpha-beta T cell proliferation	happens in effector memory CD4-positive, alpha-beta T cell,happens in spleen	PR:000044465	IMP	MGI:3053071 MGI:5609428 	J:190980 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		positive regulation of CD8-positive, alpha-beta T cell activation	happens in naive T cell,regulates a function/process that uses effector memory CD8-positive, alpha-beta T cell,happens in spleen|happens in naive T cell,regulates a function/process that uses effector memory CD8-positive, alpha-beta T cell,happens in mesenteric lymph node|happens in naive T cell,regulates a function/process that uses effector memory CD8-positive, alpha-beta T cell,happens in Peyer's patch|happens in naive T cell,regulates a function/process that uses effector memory CD8-positive, alpha-beta T cell,happens in colon lamina propria	PR:000044465	IMP	MGI:5609428 MGI:5609428,MGI:3053071 	J:190980 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		positive regulation of T cell proliferation	happens in T cell,happens in spleen	PR:000044465	IMP	MGI:5609428 	J:190980 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		negative regulation of T cell proliferation			IDA		J:131157 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		T-helper 1 cell activation			IMP		J:153025 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		regulation of T cell activation			IGI	MGI:1328317 	J:226998 	
MGI:2444748	Chd7	chromodomain helicase DNA binding protein 7	4		T cell differentiation			ISO	Q9P2D1 	J:164563 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		T cell activation	has the participant thymus,has the participant T cell		IMP	MGI:1888407 	J:112766 	
MGI:2136650	Clec2i	C-type lectin domain family 2, member i	6		regulation of T cell proliferation			IMP		J:107956 	
MGI:3036291	Clec4a1	C-type lectin domain family 4, member a1	6		CD8-positive, alpha-beta T cell activation			ISO	Q9UMR7 	J:164563 	
MGI:1349412	Clec4a2	C-type lectin domain family 4, member a2	6		CD8-positive, alpha-beta T cell activation			ISO	Q9UMR7 	J:164563 	
MGI:1920399	Clec4a3	C-type lectin domain family 4, member a3	6		CD8-positive, alpha-beta T cell activation			ISO	Q9UMR7 	J:164563 	
MGI:3624119	Clec4a4	C-type lectin domain family 4, member a4	6		CD8-positive, alpha-beta T cell activation			ISO	Q9UMR7 	J:164563 	
MGI:1917060	Clec4b1	C-type lectin domain family 4, member b1	6		CD8-positive, alpha-beta T cell activation			ISO	Q9UMR7 	J:164563 	
MGI:1298389	Clec4d	C-type lectin domain family 4, member d	6		T cell differentiation involved in immune response			IMP		J:203159 	
MGI:1861232	Clec4e	C-type lectin domain family 4, member e	6		T cell differentiation involved in immune response			IMP	MGI:5013826 	J:203159 	
MGI:1859834	Clec4f	C-type lectin domain family 4, member f	6		NK T cell activation	happens in liver		IMP	MGI:5529277 	J:203199 	
MGI:1923113	Clec4g	C-type lectin domain family 4, member g	8		negative regulation of T cell proliferation			IDA		J:200968 	
MGI:1923113	Clec4g	C-type lectin domain family 4, member g	8		negative regulation of T cell proliferation	regulates the proliferation of CD8-positive, alpha-beta thymocyte		IMP	MGI:5510586 	J:194891 	
MGI:1927155	Clptm1	cleft lip and palate associated transmembrane protein 1	7		regulation of T cell differentiation in thymus			IMP		J:42199 	
MGI:1345961	Coro1a	coronin, actin binding protein 1A	7		positive regulation of T cell activation	regulates a function/process that happens in T cell		IMP		J:131363 	
MGI:1345961	Coro1a	coronin, actin binding protein 1A	7		positive regulation of T cell proliferation	regulates the proliferation of T cell		IMP		J:131363 	
MGI:2685919	Cracr2a	calcium release activated channel regulator 2A	6		T-helper 1 cell differentiation			IBA	PTN002732243 	J:265628 	
MGI:2685919	Cracr2a	calcium release activated channel regulator 2A	6		T-helper 1 cell differentiation			IMP		J:264324 	
MGI:2685919	Cracr2a	calcium release activated channel regulator 2A	6		T-helper 1 cell differentiation			ISO	Q9BSW2 	J:164563 	
MGI:2152434	Crip3	cysteine-rich protein 3	17		T cell proliferation			IMP	MGI:2445952 	J:72942 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		establishment of T cell polarity			IDA		J:145314 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		negative regulation of activated T cell proliferation			IMP		J:145314 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		regulation of CD8-positive, alpha-beta T cell activation			IMP		J:152770 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		regulation of T cell activation			IMP		J:212409 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		regulation of T cell differentiation			IMP		J:212409 	
MGI:88537	Csk	c-src tyrosine kinase	9		regulation of T cell activation			TAS		J:113969 	
MGI:88554	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	13		regulation of regulatory T cell differentiation			IMP		J:171531 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		negative regulation of regulatory T cell differentiation			IBA	PTN000160996 	J:265628 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		negative regulation of regulatory T cell differentiation			ISO	P16410 	J:164563 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		regulation of T cell proliferation			IEA	IPR040216 	J:72247 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:2148594 MGI:2448686 	J:86605 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		T cell differentiation	happens in spleen		IMP	MGI:2148594 MGI:2448686 	J:86605 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		T cell differentiation in thymus	happens in thymus		IMP	MGI:1858008 	J:100461 	
MGI:1858304	Ctps	cytidine 5'-triphosphate synthase	4		T cell proliferation			ISO	P17812 	J:164563 	
MGI:88563	Ctsg	cathepsin G	14		negative regulation of T cell activation			ISO	P08311 	J:164563 	
MGI:88564	Ctsl	cathepsin L	13		CD4-positive, alpha-beta T cell lineage commitment			IMP		J:82888 	
MGI:1201679	Cxadr	coxsackie virus and adenovirus receptor	16		gamma-delta T cell activation			IDA		J:163519 	
MGI:103556	Cxcl12	chemokine (C-X-C motif) ligand 12	6		T cell proliferation	affects a population of T cell		IMP	MGI:1934384 	J:82996 	
MGI:109563	Cxcr4	chemokine (C-X-C motif) receptor 4	1		T cell proliferation	affects a population of T cell		IMP	MGI:1934442 	J:82996 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			IMP	MGI:3664438 	J:112392 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		negative regulation of T cell differentiation	happens in thymus	PR:Q3TJI3	IDA		J:190708 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		positive regulation of T cell differentiation			IMP	MGI:3664438 	J:112392 	
MGI:2176159	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	6		establishment of T cell polarity			IMP	MGI:3764691 	J:205957 	
MGI:2176159	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	6		regulation of T cell differentiation			IMP	MGI:3764691 	J:205957 	
MGI:1923520	Cyrib	CYFIP related Rac1 interactor B	15		positive regulation of memory T cell activation			IDA		J:186455 	
MGI:1923520	Cyrib	CYFIP related Rac1 interactor B	15		positive regulation of T cell activation			IBA	PTN002646191 	J:265628 	
MGI:1923520	Cyrib	CYFIP related Rac1 interactor B	15		positive regulation of T cell activation			IDA		J:186455 	
MGI:1194508	Ddost	dolichyl-di-phosphooligosaccharide-protein glycotransferase	4		T cell activation			ISO	P39656 	J:164563 	
MGI:2683592	Dhps	deoxyhypusine synthase	8		positive regulation of T cell proliferation			IMP		J:207229 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		regulation of regulatory T cell differentiation			IMP		J:138683 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		negative regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:3699270 	J:129078 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		T cell activation	has the participant T cell		IMP		J:96052 J:117798 	
MGI:1918478	Dlg5	discs large MAGUK scaffold protein 5	14		negative regulation of T cell proliferation			ISO	Q8TDM6 	J:164563 	
MGI:1859388	Dll4	delta like canonical Notch ligand 4	2		T cell differentiation			IDA		J:90630 	
MGI:1933786	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3	16		positive regulation of T cell proliferation			IMP	MGI:2448686 MGI:3040717 	J:98985 	
MGI:1933786	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3	16		T cell differentiation in thymus			IMP	MGI:2448686 MGI:3040717 	J:98985 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		alpha-beta T cell activation			IMP	MGI:2152031 	J:84581 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		alpha-beta T cell proliferation			IMP	MGI:2152031 	J:84581 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		establishment of T cell polarity			IMP	MGI:2152031 	J:84581 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		negative thymic T cell selection			IMP	MGI:2152031 	J:84581 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		positive thymic T cell selection			IMP	MGI:2152031 	J:84581 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		T cell activation			IMP	MGI:2152031 	J:84581 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		T cell proliferation			IMP	MGI:2152031 	J:84581 	
MGI:1921396	Dock8	dedicator of cytokinesis 8	19		memory T cell proliferation			ISO	Q8NF50 	J:73065 	
MGI:1921396	Dock8	dedicator of cytokinesis 8	19		positive regulation of establishment of T cell polarity			IBA	PTN002762128 	J:265628 	
MGI:1921396	Dock8	dedicator of cytokinesis 8	19		positive regulation of establishment of T cell polarity			IMP		J:238772 	
MGI:1921396	Dock8	dedicator of cytokinesis 8	19		positive regulation of establishment of T cell polarity			ISO	Q8NF50 	J:164563 	
MGI:94919	Dpp4	dipeptidylpeptidase 4	2		T cell activation			ISO	P27487 	J:164563 	
MGI:94919	Dpp4	dipeptidylpeptidase 4	2		T cell costimulation			ISO	P27487 	J:164563 	
MGI:1261425	Drosha	drosha, ribonuclease type III	15		regulation of regulatory T cell differentiation			IMP		J:138683 	
MGI:1352744	Dtx1	deltex 1, E3 ubiquitin ligase	5		negative regulation of T cell differentiation	happens in bone marrow,regulates the differentiation of T cell		IDA		J:83687 	
MGI:1919599	Dusp3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	11		negative regulation of T cell activation			IBA	PTN000806783 	J:265628 	
MGI:1919599	Dusp3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	11		negative regulation of T cell activation			ISO	P51452 	J:164563 	
MGI:1927070	Dusp10	dual specificity phosphatase 10	1		positive regulation of regulatory T cell differentiation			ISO	Q9Y6W6 	J:164563 	
MGI:1915926	Dusp22	dual specificity phosphatase 22	13		negative regulation of T cell activation			IMP		J:213253 	
MGI:1916048	Duxbl1	double homeobox B-like 1	14		regulation of T cell differentiation			IDA		J:163805 	
MGI:1354171	Ebi3	Epstein-Barr virus induced gene 3	17		T cell proliferation			IDA		J:77522 	
MGI:102708	Efnb1	ephrin B1	X		positive regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:95036 	
MGI:102708	Efnb1	ephrin B1	X		T cell costimulation			IDA		J:94701 	
MGI:105097	Efnb2	ephrin B2	8		T cell costimulation			IDA		J:94701 	
MGI:109196	Efnb3	ephrin B3	11		T cell costimulation			IDA		J:94701 	
MGI:95295	Egr1	early growth response 1	18		T cell differentiation			IMP	MGI:2384433 	J:78245 	
MGI:1306780	Egr3	early growth response 3	14		positive regulation of T cell differentiation in thymus			IMP		J:174553 	
MGI:1306780	Egr3	early growth response 3	14		regulation of gamma-delta T cell differentiation			IDA		J:174553 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		T cell activation involved in immune response			IMP		J:205264 	
MGI:1928377	Elf4	E74-like factor 4 (ets domain transcription factor)	X		NK T cell proliferation			IDA		J:79568 	
MGI:97370	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	10		T cell differentiation			IMP		J:192331 	
MGI:2135885	Entpd7	ectonucleoside triphosphate diphosphohydrolase 7	19		T-helper 17 cell differentiation			IMP		J:191188 	
MGI:1201683	Eomes	eomesodermin	9		CD8-positive, alpha-beta T cell differentiation involved in immune response			IBA	PTN002601220 	J:265628 	
MGI:1201683	Eomes	eomesodermin	9		CD8-positive, alpha-beta T cell differentiation involved in immune response			IDA		J:154842 	
MGI:1201683	Eomes	eomesodermin	9		CD8-positive, alpha-beta T cell differentiation involved in immune response			ISO	O95936 	J:164563 	
MGI:104757	Ephb4	Eph receptor B4	5		positive regulation of T cell costimulation			IGI	MGI:1096338 	J:94701 	
MGI:1096338	Ephb6	Eph receptor B6	6		activated T cell proliferation	happens in spleen		IMP	MGI:3522020 	J:94701 	
MGI:1096338	Ephb6	Eph receptor B6	6		positive regulation of T cell costimulation			IGI	MGI:104757 	J:94701 	
MGI:95407	Epo	erythropoietin	5		positive regulation of activated T cell proliferation			ISO	RGD:2559 	J:155856 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		negative regulation of immature T cell proliferation in thymus	regulates a function/process that happens in thymus		IMP		J:116829 	
MGI:101910	F2rl1	coagulation factor II (thrombin) receptor-like 1	13		T cell activation involved in immune response			IDA		J:166198 	
MGI:109324	Fadd	Fas (TNFRSF6)-associated via death domain	7		positive regulation of activated T cell proliferation			IMP		J:176448 	
MGI:109324	Fadd	Fas (TNFRSF6)-associated via death domain	7		T cell differentiation			TAS		J:180458 	
MGI:109324	Fadd	Fas (TNFRSF6)-associated via death domain	7		T cell differentiation in thymus			IMP		J:176448 	
MGI:1341823	Fanca	Fanconi anemia, complementation group A	8		regulation of regulatory T cell differentiation			IBA	PTN000248169 	J:265628 	
MGI:1341823	Fanca	Fanconi anemia, complementation group A	8		regulation of regulatory T cell differentiation			IMP	MGI:2674094 	J:210175 	
MGI:2448480	Fancd2	Fanconi anemia, complementation group D2	6		regulation of regulatory T cell differentiation			IMP	MGI:2673422 	J:210175 	
MGI:95484	Fas	Fas (TNF receptor superfamily member 6)	19		negative thymic T cell selection			IMP	MGI:1856334 	J:56164 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		T cell differentiation involved in immune response			IBA	PTN000423688 	J:265628 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		T cell differentiation involved in immune response			IMP	MGI:2384004 	J:203159 	
MGI:1921265	Fcho1	FCH domain only 1	8		positive regulation of T cell activation			ISO	O14526 	J:164563 	
MGI:102795	Fgl1	fibrinogen-like protein 1	8		negative regulation of T cell activation			IBA	PTN002709648 	J:265628 	
MGI:102795	Fgl1	fibrinogen-like protein 1	8		negative regulation of T cell activation			IDA		J:269578 	
MGI:103266	Fgl2	fibrinogen-like protein 2	5		negative regulation of memory T cell differentiation			IMP	MGI:3582343 	J:265133 	
MGI:103266	Fgl2	fibrinogen-like protein 2	5		T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			IMP	MGI:3582343 	J:265133 	
MGI:95541	Fkbp1a	FK506 binding protein 1a	2		T cell proliferation			IMP	MGI:2158807 	J:86699 	
MGI:1336205	Fkbp1b	FK506 binding protein 1b	12		T cell proliferation			IMP	MGI:2182644 	J:86699 	
MGI:103309	Flot2	flotillin 2	11		positive regulation of establishment of T cell polarity			ISO	Q14254 	J:164563 	
MGI:95559	Flt3	FMS-like tyrosine kinase 3	5		pro-T cell differentiation			IMP	MGI:2384051 	J:27238 	
MGI:1347474	Foxj1	forkhead box J1	11		negative regulation of T cell differentiation in thymus			IMP		J:122222 	
MGI:1347474	Foxj1	forkhead box J1	11		negative regulation of T cell proliferation			IMP		J:90379 	
MGI:102949	Foxn1	forkhead box N1	11		regulation of positive thymic T cell selection			IMP		J:207150 	
MGI:102949	Foxn1	forkhead box N1	11		regulation of T cell differentiation in thymus			IMP	MGI:5297717 	J:177992 	
MGI:102949	Foxn1	forkhead box N1	11		T cell lineage commitment			IMP		J:207150 	
MGI:1890081	Foxo3	forkhead box O3	10		positive regulation of regulatory T cell differentiation			ISO	O43524 	J:164563 	
MGI:1914004	Foxp1	forkhead box P1	6		T follicular helper cell differentiation			IDA		J:215934 	
MGI:1891436	Foxp3	forkhead box P3	X		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			TAS		J:136164 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:116306 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of T cell proliferation	regulates the proliferation of CD4-positive, alpha-beta T cell		IDA		J:117627 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:1857034 	J:102496 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of T cell proliferation	regulates the proliferation of mature alpha-beta T cell		IMP	MGI:1857034 	J:115967 	
